Avg.Area Income,House Age,Number of Rooms,Number of Bedrooms,Population,Price
76699,6,6,4,52881,1522084
61504,5,7,4,24805,656972
68387,8,8,4,39139,1660678
64427,5,6,4,25654,606192
63920,5,8,4,31035,1011331
76836,7,8,6,27622,1529830
65173,8,7,4,44126,1489520
61025,9,8,6,34731,1468267
76783,6,6,3,26704,978313
69336,7,6,2,37593,1181638
57825,5,7,3,45555,1015233
69586,4,7,3,36099,1139616
62340,7,7,6,24962,984350
75041,6,8,5,34733,1765281
87114,5,6,2,31173,1327975
56827,6,6,4,29506,804170
71824,6,8,6,41187,1467272
68662,5,8,4,43796,1478824
66006,6,7,4,40691,1367312
69267,5,6,4,40588,1162470
68090,6,6,3,57098,1473278
62745,6,8,4,16738,897480
85527,6,6,2,32636,1568579
68562,7,8,4,31797,1421519
67100,7,6,2,27457,1199145
74057,8,6,4,37522,1596181
78160,5,6,4,31112,1264972
58349,6,7,6,59129,1135465
60975,7,6,3,43753,1359839
60168,5,4,4,16811,88592
78063,7,8,5,37839,1822449
66659,8,7,4,57564,1720734
61475,7,8,6,31438,1224397
59763,7,8,4,28571,1209571
87596,7,5,3,35392,1698820
79426,7,8,4,49010,1860358
66427,6,7,4,40761,1168445
61264,5,7,3,43208,764756
55224,7,5,4,44916,977242
58661,8,7,3,33515,1079159
70193,5,8,6,48417,1383395
59691,7,6,4,27770,992053
75613,7,7,5,29147,1574920
59790,5,6,3,49200,1174312
60494,5,7,3,31694,795083
76517,6,5,4,29789,1170574
67724,8,7,4,61916,1998369
61459,4,7,3,36220,842087
61704,5,7,5,19148,849657
62224,7,5,3,21689,908616
68604,7,8,6,44509,1524258
53903,5,9,4,21076,685880
69624,4,7,2,29292,771310
75691,6,5,4,46183,1308244
71903,6,7,6,42200,1312064
67684,7,6,2,53000,1467850
69320,4,6,3,32669,902350
65423,6,6,3,28915,926881
62083,6,7,4,43486,1323326
81844,6,6,3,36242,1504026
74090,6,6,3,25694,1003267
59200,5,6,2,22926,592398
63874,7,8,3,27587,1339143
69677,5,6,3,50525,1212940
49033,6,8,4,36293,753931
62819,7,7,4,38528,1538402
64624,6,6,2,37118,1295728
63665,7,8,3,44030,1472887
50760,6,6,2,34685,831763
77236,6,6,4,47329,1610577
55245,4,9,4,43558,881446
82983,6,7,4,44532,1666463
78754,6,6,4,35324,1085219
82268,6,8,4,39550,1712930
74166,6,7,6,30238,1444404
83180,7,10,3,38588,1884674
48176,7,7,4,33217,1014548
79024,4,9,6,22984,1084014
73135,6,6,2,36401,1279777
75323,9,6,3,51528,1967385
63192,6,8,3,33816,1002974
51555,7,7,4,36830,979569
55341,5,6,4,34113,565937
56296,6,8,3,31165,1092131
73491,8,7,2,55169,1869114
68335,9,8,4,36622,1817830
50666,8,8,6,36941,1392208
60307,6,8,4,37740,1389774
65132,5,8,6,24200,956009
72140,3,6,3,52601,945833
71313,5,7,4,42303,1383766
56648,7,8,4,39781,1400268
60288,6,7,3,34651,1144938
67023,6,7,4,33891,1118166
58188,6,6,2,38104,1047012
69350,5,8,6,28747,1096069
68450,5,7,4,36474,1386473
70784,5,6,3,41230,945831
70309,5,7,4,34945,1311380
46738,5,8,6,42351,885662
69346,6,8,3,47386,1507331
89158,6,7,4,33835,1643292
72569,7,6,2,18896,987747
65051,4,6,2,25191,612212
56781,8,6,4,11019,836235
87678,5,5,4,35781,1495519
65817,5,7,2,40675,911072
70562,7,8,3,25029,1360788
73801,6,7,4,30505,1455107
72143,7,7,6,23824,1327969
78002,6,9,5,47763,1838504
83443,5,8,5,44901,1727211
77057,5,7,3,24460,1093345
60510,6,7,6,27080,943485
80305,5,7,3,22267,1100632
56325,6,7,4,41354,1269811
59795,6,6,3,54149,1321009
60813,7,6,2,26411,978241
57983,7,8,3,15065,952534
75367,7,6,3,31670,1434015
54448,6,6,2,50201,1008650
101144,6,7,3,35773,2007556
48963,5,8,5,35431,882667
77412,4,8,5,39030,1246218
57972,8,7,4,13683,880682
64882,5,8,6,32808,840125
66331,7,7,3,38241,1469768
76681,7,7,4,55292,1824988
80744,6,8,5,27186,1404896
77158,6,8,6,28714,1290043
69351,5,6,2,46833,1410363
58159,7,6,2,36084,1058269
76275,5,7,2,40355,1464929
84114,6,8,4,38702,1777010
58756,8,5,2,23272,826195
81031,8,6,4,44373,1851576
87004,5,8,4,24269,1552915
56788,7,5,4,36205,922479
88768,5,6,2,58349,1753428
70395,6,7,4,31929,1387701
86819,6,7,5,47663,1801916
60770,7,7,4,35205,1237116
66774,5,8,3,23793,1009606
74543,6,9,4,38040,1601678
46362,4,8,6,37548,483459
63059,4,8,4,25390,925394
63288,5,7,6,39627,1143378
78647,5,6,3,41268,1283402
64990,5,7,6,34819,1031368
78190,5,7,3,35280,1153605
69529,6,6,3,33176,995137
55936,6,9,6,37567,1006580
60941,7,6,4,31113,987435
55775,5,8,4,38813,897013
85338,5,6,3,31219,1560838
74439,8,6,4,22955,1349818
67072,5,8,5,32085,883147
76822,5,6,3,24966,926482
68375,6,6,2,41563,1100152
56984,6,7,2,27207,674198
72750,8,7,4,36051,1587350
80157,4,6,4,43328,1276987
72432,6,7,2,23948,982345
62129,7,8,6,37890,1153433
60434,5,7,2,29551,799125
75393,7,6,2,27537,1169640
85994,8,6,4,20304,1591203
66644,8,6,3,36859,1450770
76784,6,7,5,40278,1381443
71966,8,8,5,48874,1930806
78899,6,6,4,29959,1280548
58322,5,7,2,45980,916344
51446,6,8,3,39900,1170893
79936,7,9,5,23655,1616383
49589,7,8,4,31734,1056519
72056,7,7,4,43543,1583898
70126,5,5,4,22063,619407
54839,6,7,6,48345,1043416
66832,6,7,6,33076,1222344
72121,5,8,3,45906,1433538
69516,6,8,5,28373,1474417
86310,6,9,6,29777,1827899
69325,4,8,5,36346,1130538
62390,5,5,3,37536,758887
70186,6,7,5,26053,1210400
46992,5,7,3,33235,674818
69270,6,6,3,32699,1232209
96290,5,8,5,45801,2105206
63085,7,9,5,35193,1662586
76789,5,6,4,35936,1443908
58054,5,7,6,35258,781483
68654,6,8,4,41730,1557794
74757,7,7,2,24492,1476278
75390,5,6,2,49401,1412449
63272,8,7,3,46312,1438291
63885,8,6,4,64567,1667561
61655,4,9,6,41910,1131533
52204,6,8,6,40056,1154270
72178,6,9,6,28394,1650771
82817,5,7,2,36856,1387988
60006,8,8,6,25480,1325294
71323,6,4,2,28796,825095
74112,4,8,3,30079,944186
68163,7,8,6,36546,1608727
60273,5,7,4,35890,1050224
61310,7,8,5,43992,1417691
73371,5,6,2,56541,1386351
66718,6,8,4,20156,1015546
61688,5,7,3,34761,991934
83298,5,6,3,33657,1267434
79647,5,7,3,48361,1491812
53042,7,6,4,60301,1222887
59868,4,8,4,47726,1114902
68570,5,6,4,44477,1024788
55457,6,5,2,37009,675490
70021,7,8,4,44936,1515157
51797,5,7,4,30640,491086
40394,5,8,3,40852,737147
68598,5,7,4,45359,1208875
41519,7,8,3,40432,1073356
67186,6,4,3,16293,554703
64316,6,6,4,38159,1225796
69048,5,6,2,41774,1282339
70036,6,8,6,47619,1409825
79710,5,8,6,39830,1448668
52800,7,7,6,20438,728402
64635,7,5,2,52132,1381483
69468,5,7,4,55700,1424994
79505,7,8,4,42677,1741106
73790,7,6,2,47039,1361230
55813,8,8,6,22779,1164497
75947,5,7,6,37455,1375737
58615,5,6,3,40187,636506
56868,6,7,3,31060,775958
70587,5,7,4,31799,976540
64494,6,8,3,29404,1048302
61808,4,6,4,40775,575694
78748,6,6,4,30641,1365437
71535,6,8,4,37402,1403219
72387,7,7,4,49847,1723425
80258,7,8,6,42015,1987332
60831,7,7,5,33624,1285202
74325,6,6,3,32035,1306057
54563,6,6,2,39736,778546
74368,5,6,4,44664,1155682
84377,6,8,6,27093,1540737
66524,5,7,4,34619,934409
47685,5,6,3,20963,294171
75072,6,7,3,35579,1423025
52158,6,6,2,44783,876764
93440,4,7,3,34931,1416408
56914,5,6,4,36352,972537
71337,8,5,4,58926,1729062
73121,5,6,2,32402,981260
54700,7,5,4,46224,1125230
38140,6,6,2,45900,723750
74567,6,8,5,44393,1556552
71629,5,7,4,44388,1391304
71376,5,8,5,30470,1103648
82858,8,9,5,36836,2005037
67907,5,6,2,30268,1055153
80607,6,7,4,34355,1389367
63586,6,8,3,43548,1249462
87802,5,7,5,34354,1501482
64446,6,7,4,46744,1296134
56501,7,6,4,34720,992774
65037,6,8,6,27357,1085101
55147,5,7,2,40018,734562
52123,7,8,3,38765,1221828
59765,7,7,4,39557,1489970
79746,8,6,3,39512,1696086
66450,5,6,4,18726,891259
65315,7,6,2,36565,1347083
59879,6,9,6,40839,1428797
65221,6,9,4,19500,1198679
54850,7,7,6,43808,1194083
86261,5,7,3,23965,1233127
73391,7,8,4,36714,1587585
70323,5,5,4,36148,1025439
62124,5,7,4,20479,700904
55745,8,7,2,36078,1180903
60244,6,6,2,24603,914137
53625,7,6,4,36076,1178601
67168,7,6,3,45708,1328572
71405,4,7,4,22084,742449
45863,6,7,3,34426,964597
67424,7,10,3,37721,1613038
69209,6,7,4,13355,816772
67952,6,6,3,38731,1283209
61868,5,7,3,26133,975386
61369,5,6,4,37671,889846
63581,6,8,3,31081,979283
62669,5,6,2,38548,896938
90586,7,6,2,34923,1712389
72450,6,7,4,44066,1367293
67683,6,6,3,31420,949880
79058,8,10,3,27142,2050594
88799,6,5,4,39139,1616631
61151,8,7,3,31517,1358350
73985,7,8,5,36773,1708128
79916,8,7,4,53160,1970419
80055,6,7,6,44973,1636080
60993,6,9,6,55948,1591270
72533,8,6,2,46370,1806231
69753,6,5,2,50740,1138749
77624,6,6,2,38661,1246441
84292,7,6,3,24380,1407124
75790,6,7,3,31312,1370830
73080,5,7,4,56971,1492522
66236,4,6,2,34922,762392
85852,6,7,5,33200,1668448
62333,5,7,6,29705,945057
60110,6,6,4,32536,874497
76568,5,6,4,30824,1080171
73257,4,6,2,44882,1049007
53657,6,6,2,38994,826587
78583,5,7,3,35272,1384328
62370,7,7,4,27221,1027312
72938,7,7,2,57122,1938714
77034,4,8,6,26160,1025418
49854,5,8,3,27403,594817
87904,5,6,4,28782,1369971
35609,7,8,6,20833,449332
62933,7,8,3,32234,1253360
73261,6,8,6,25943,1347234
71452,5,7,4,42152,1257780
65551,5,8,3,55084,1474296
73309,7,7,2,39583,1513273
55331,4,8,6,53056,1042244
73212,6,6,4,34020,1288069
78300,6,9,6,53921,1988564
69155,4,7,4,36179,799842
76108,7,7,3,56377,1813555
55415,6,5,2,24291,492985
81970,5,7,2,33285,1325531
53935,8,7,2,53504,1315138
61059,5,6,4,36325,729990
61677,6,9,4,38468,1328659
59391,6,9,6,64543,1599416
72007,6,7,2,53713,1348252
77080,4,7,2,32237,1018458
86220,6,6,2,44034,1517598
65280,7,6,2,39419,1247289
64962,7,7,3,17094,906035
68450,7,6,2,32148,1203090
62306,6,8,3,47067,1375771
51621,5,6,2,18194,459446
66571,5,9,5,26652,1238486
80963,6,7,4,24602,1309768
61761,6,7,2,38825,1111580
80932,6,4,4,31837,1099789
73279,6,7,4,23586,1247384
74416,5,7,6,47907,1546470
64591,5,7,3,19652,729315
65627,8,7,2,44808,1614668
75435,6,8,4,43182,1613326
70154,4,6,2,35808,765505
84014,7,7,3,41819,1696786
65489,6,7,3,22599,980162
78545,6,6,4,34477,1167621
71893,6,8,4,19034,995850
73311,6,6,2,37253,1276495
77505,6,7,5,41865,1649157
75669,5,8,3,40746,1603268
77032,5,8,3,29023,1314387
71467,6,7,3,39812,1357367
70189,5,6,4,53705,1308017
77086,6,6,4,21287,1246015
80957,7,7,6,30545,1467960
56987,6,8,5,43921,1239310
69156,7,7,4,40808,1457023
76850,5,6,4,36333,1315667
70867,6,6,2,24512,885710
54028,5,6,3,31320,566646
64315,6,6,2,34940,1088176
66375,6,6,3,36809,1105737
63222,7,8,4,44348,1571665
80418,5,7,4,44524,1412145
73054,6,7,4,41687,1220724
62949,6,7,4,30495,1011910
59038,5,8,5,26234,685922
67315,6,6,4,31873,1175191
58714,6,8,5,32763,1053892
78287,4,7,5,42426,1360502
68785,7,7,4,48565,1409039
62971,6,7,2,14241,547795
85048,5,6,4,23663,1211443
82425,5,6,2,41020,1403296
68817,6,5,4,35622,1125697
63170,6,5,2,44345,1067192
66944,4,7,3,28985,786258
74591,6,7,3,28861,1341069
62302,5,7,3,40291,777719
67560,7,7,5,32488,1539465
70792,5,5,4,19315,738761
61016,5,6,4,39588,777144
65013,7,8,3,23040,1131041
59180,6,7,2,33550,892718
44426,6,8,3,55839,1344407
52890,7,9,3,27165,1174950
57897,5,8,6,35961,948054
67548,6,8,3,50214,1432903
72009,6,7,3,59314,1649947
50144,4,8,4,67601,1168588
63336,6,6,3,35469,1172515
66083,4,9,4,39186,1051173
68577,8,6,3,23927,1235748
69606,6,7,2,17597,984011
57277,8,6,3,35374,1210610
73682,5,5,2,34366,766078
74057,6,6,3,38823,1234636
60326,7,8,6,38418,1364307
84851,6,6,2,34266,1429383
74009,6,9,5,32744,1680788
64059,6,6,3,27866,884891
71579,6,6,2,40131,1198573
64730,6,6,2,31879,996925
70763,7,7,4,29874,1417403
62072,4,7,4,23854,549947
63210,5,9,4,33968,1241699
61009,5,7,3,60309,1258686
62567,8,6,4,26718,1144178
60427,6,9,6,46777,1518387
56350,5,7,4,31049,592512
65827,7,6,3,46347,1283590
63377,6,6,3,29744,1014093
77276,7,8,3,41162,1535152
68057,7,8,6,52548,1754576
59829,6,8,4,47591,1384966
65672,4,6,4,34641,554253
66667,7,8,6,37198,1502451
78075,6,8,4,58052,1930803
77911,6,5,3,42795,1309860
70378,7,5,2,31646,1110526
62845,7,7,4,44604,1543357
69700,7,8,3,47249,1736442
75478,7,7,5,18879,1370368
79750,6,7,4,36085,1614916
63618,8,5,4,30693,1124463
71501,5,7,5,44428,1293384
81571,5,7,6,32485,1472968
60270,6,7,4,26946,1009810
66408,6,6,2,38708,1217061
74479,8,5,3,34616,1637335
71831,6,9,6,39940,1570905
75870,6,6,2,27606,1002691
75775,7,8,6,44509,1814551
75175,7,9,5,40179,1677005
73689,5,6,4,38977,1173202
53409,6,7,4,22523,860346
59168,4,6,3,39496,631713
69429,6,7,3,44822,1330929
53365,6,8,5,36419,879356
59114,5,6,3,40488,635419
63144,6,7,6,33578,1085495
70957,6,7,2,27812,1024602
66197,4,5,4,35920,701866
64497,6,6,3,30018,942664
80948,7,8,4,32518,1838092
77194,6,7,5,19630,1065151
58874,6,7,2,19773,849566
67123,5,7,3,27726,949893
71642,6,7,4,27727,1294967
74615,5,6,4,46070,1033881
63359,6,7,4,38575,1280700
68596,7,6,2,55324,1388840
81669,7,8,5,28884,1940226
80379,7,4,4,54143,1586890
59195,6,8,3,30775,962081
56910,6,8,4,36794,1049799
66959,5,6,2,36043,1040782
52267,7,9,3,25984,1100380
38868,7,9,4,25432,759045
67466,6,6,4,47445,1283765
67453,6,6,2,49086,1162950
64406,8,8,6,42612,1420979
62486,6,7,3,32428,972671
84614,7,7,4,43481,1804244
69616,5,7,6,14477,836884
68174,5,7,3,57700,1294648
80431,5,6,4,34616,1300479
66099,6,7,2,28434,1040377
63866,6,6,2,33289,1193254
76961,5,7,3,55376,1618128
75596,5,7,3,30177,1113857
68214,7,8,5,37312,1706292
50882,5,5,3,35777,658645
63781,7,8,5,35056,1168994
73193,5,5,4,35708,1123210
73876,5,6,2,34332,915818
76403,5,6,3,30636,1134143
76222,6,8,3,30324,1589765
53630,3,7,3,43359,552585
70489,7,7,6,38326,1352917
76149,3,7,4,30533,1043281
63748,6,9,6,47926,1589431
73038,7,7,4,32509,1348883
76993,7,6,4,24874,1212440
89511,6,8,6,29766,1580727
70438,6,7,3,29991,1215288
64345,6,7,3,48621,1391789
65901,6,8,6,32810,1127249
58858,7,7,5,23979,1234610
59717,5,4,2,49859,936234
89113,7,8,3,29673,1852338
85523,6,9,4,49258,2009938
50005,8,6,4,32615,828127
71491,6,9,3,42632,1661120
65609,8,7,3,28774,1295901
65431,5,8,6,23365,989643
81910,9,7,2,30778,1788516
82514,7,8,5,32252,1814855
72765,6,8,5,19596,1170705
55289,6,8,6,31145,1090789
59420,5,6,2,20691,440585
59043,7,6,4,33182,1029439
76651,3,7,6,36334,828121
59913,7,6,2,38093,985284
69544,5,6,4,27072,879063
56588,5,5,4,38132,609403
66270,7,8,3,18115,1168859
74891,7,7,2,25334,1307507
71054,7,7,6,29359,1357251
60721,6,7,4,29979,1181631
70204,6,6,4,38773,1294615
62347,4,7,5,37499,911656
73689,6,8,3,30995,1149328
45685,5,8,5,30346,867714
70689,6,6,3,21350,973069
74511,6,8,5,9579,1084408
98468,7,7,3,50676,2275455
69275,6,6,2,40145,1233205
65970,7,8,4,61773,1906025
65898,6,7,3,49668,1412627
72111,7,7,5,23412,1208761
82070,5,6,2,47005,1710924
47423,6,5,2,42771,750120
71714,6,8,6,26861,1361829
42348,7,8,6,33610,904785
61393,4,8,6,44259,980141
63784,6,6,2,32620,798254
59803,7,7,4,30788,1026506
92201,5,6,4,45452,1692336
75967,6,6,2,38897,1405505
61300,6,7,3,33923,946182
77695,7,6,2,42123,1723775
66764,5,9,6,28467,1238406
56734,7,8,6,35453,1317160
66138,5,7,4,40676,1155753
48747,6,9,5,31267,1040087
73101,5,7,6,39998,1266947
69249,6,7,4,57771,1422231
49826,6,8,6,46400,1224779
67557,6,6,2,18469,973096
59048,5,8,3,26365,512253
60889,6,6,3,32998,906419
75409,5,7,3,33413,1114667
60770,7,7,2,38047,1278366
92107,6,7,4,32483,1720671
77257,6,7,4,31887,1534295
69072,6,7,3,32107,1066041
79818,6,8,5,31766,1428399
85173,4,6,2,26018,855424
63765,5,6,2,44864,853084
71028,4,7,2,43923,934610
82681,6,8,3,30055,1571782
49436,7,6,3,43442,927164
69140,7,7,4,29684,1227569
52642,4,7,4,50133,671802
88346,7,6,3,41216,1705918
70559,6,8,5,24867,1198916
55243,6,8,4,48813,1230097
50803,7,7,4,23726,764636
79701,6,9,6,31349,1553854
68400,6,7,3,51989,1451931
59107,7,6,2,37556,1063492
71650,7,7,4,33925,1226181
51168,8,7,3,30369,1220987
82635,6,7,6,33770,1480228
76126,7,5,4,51055,1641874
83320,6,6,3,31553,1262964
85469,5,7,5,46506,1444573
81666,6,6,4,34754,1358983
74385,4,6,2,20951,635531
86818,6,6,3,41440,1670183
63912,6,7,2,15576,841236
84096,6,8,3,21331,1581866
58435,7,8,3,61206,1841496
78230,6,6,4,60747,1891398
78160,7,8,5,39985,1832230
72758,4,8,6,39088,1062095
48125,7,6,4,40091,970045
76883,7,7,3,26263,1528901
69266,6,7,3,37181,1107160
71445,6,8,3,24319,1300031
77468,6,6,4,43629,1547737
78578,3,8,4,35400,1248742
58909,6,8,6,40866,1205568
67271,5,7,4,33036,993637
76908,6,8,4,51630,1813856
81272,7,7,3,44406,1822438
72827,5,9,5,14931,1166925
69396,5,6,4,34932,952440
75300,8,5,3,34129,1659100
75259,7,6,4,37246,1181995
71323,6,6,2,25949,1124043
64430,6,7,3,39056,1219637
63798,6,7,4,26095,867083
70333,6,7,4,44796,1385979
49345,6,8,5,15114,725041
56074,7,7,4,64150,1409762
68419,6,8,6,30464,1036705
69654,4,8,3,27023,717273
96901,5,8,4,32825,1642479
49160,5,8,6,28383,585440
48498,5,9,3,30750,602210
73113,7,7,2,32127,1340227
57191,6,8,4,45341,1430051
67776,5,8,3,38346,1101120
52599,7,8,3,31590,897223
66656,6,7,4,36143,1409319
64635,5,8,3,37867,1226067
87272,5,7,5,7522,910100
77223,6,7,3,36454,1492010
74420,7,7,2,40251,1555806
73612,5,8,4,38294,1487856
63320,6,8,3,22076,995144
82383,7,5,4,28615,1151006
93876,6,7,6,29097,1760880
62718,6,6,2,38536,1067000
84366,4,7,6,48150,1430797
77209,5,7,2,28550,981753
77177,4,6,3,52057,1102517
80771,6,6,4,31518,1334377
72915,5,7,5,42030,1395219
64827,6,7,3,36343,1227167
79575,5,6,2,43679,1315568
75302,6,8,6,33424,1643339
76943,5,9,6,28718,1354418
70628,6,5,4,41602,1273868
65082,5,9,5,37594,1343824
72752,5,6,2,29034,692229
72100,6,6,3,36902,1411054
51748,7,6,4,29750,832475
56816,7,5,2,35516,1076334
60584,7,7,3,46636,1309830
80239,5,7,3,34271,1130844
60063,4,7,3,45348,784503
76340,5,8,3,45735,1378399
60319,7,7,4,33338,983538
91084,6,7,5,41735,1737982
73328,5,7,5,41379,1314359
54237,6,8,3,65858,1372969
54727,6,7,4,38583,998856
61247,6,7,2,61076,1473541
74552,7,8,6,44843,1816217
56962,6,6,3,43182,1127082
59666,7,7,3,48129,1427832
72354,5,8,6,15395,959244
55102,5,9,5,41219,1202453
62472,7,8,6,37619,1463443
79021,4,6,2,34405,1120852
56403,3,8,5,29690,696467
61056,4,8,5,18607,631656
55558,7,7,6,56250,1366988
89761,6,7,6,54061,1919054
55530,7,9,4,45008,1460341
75534,5,7,6,27731,935489
73266,5,6,4,30667,896246
61612,6,7,3,18948,894204
66791,6,7,6,47064,1353730
69605,5,8,4,41786,1496177
43242,6,7,2,29479,629658
51511,6,7,4,31773,549168
80315,7,5,3,39734,1737582
65483,8,7,4,33303,1247282
92736,6,7,4,47376,1779899
62678,5,6,3,44965,1032663
86584,6,7,5,45514,1815810
62370,7,7,2,47225,1387114
55625,7,7,3,45644,1262013
63422,8,9,3,11511,1432318
77521,6,7,5,32625,1501622
73370,6,6,4,47741,1275677
82769,7,7,4,23581,1476989
68368,6,7,5,22033,796289
67042,6,5,3,15633,707345
55507,7,8,6,44669,1318231
43795,6,8,6,48114,1020861
67755,5,8,5,51906,1527692
78088,5,8,3,33390,1536235
67909,8,7,4,36742,1482124
51967,6,7,5,21454,657169
81707,5,7,4,37969,1390200
59866,5,6,4,30905,613788
61545,3,8,3,30699,677772
80229,5,9,3,27255,1535947
60865,5,6,4,43351,990005
59867,6,6,4,32065,1039381
64770,4,8,4,43511,1107287
89286,5,7,2,26177,1340910
83373,7,7,5,25663,1335884
59279,6,9,3,12352,1015011
71233,4,6,2,31089,676980
72103,6,6,2,41409,1110114
80528,6,9,5,37717,1641030
54051,5,8,3,27822,914378
66465,6,7,6,41130,1258564
70086,4,7,5,51447,1440909
75476,6,8,6,47448,1624138
88825,8,7,4,28716,1869886
65949,4,9,3,41261,1302749
68220,6,8,6,42343,1429530
74881,5,7,3,23526,1023163
59886,3,6,4,54547,673571
75291,5,7,4,48224,1657667
69351,7,8,4,36779,1392084
79688,6,7,6,20868,1360101
61679,6,7,5,34868,1103021
77528,6,6,4,41813,1322914
65011,6,8,6,34707,1305186
60503,7,7,5,49156,1431517
52282,7,7,3,45868,1137447
54293,5,7,4,49752,1010477
64913,7,6,4,48685,1449033
70214,6,6,3,34386,1064570
48640,4,9,4,33381,607249
64534,4,7,4,52934,1202228
58337,5,6,2,38235,816814
78846,6,6,2,54845,1598159
74692,5,8,5,55403,1658381
68218,6,7,3,49241,1312093
55306,6,6,4,32143,647983
69013,7,10,5,33070,1492787
60847,4,8,3,28172,627734
93838,4,9,6,44138,1827501
78919,5,7,4,36712,1339255
83896,7,5,4,43673,1620949
78502,7,7,3,34686,1637945
78239,5,7,3,36937,1216888
70220,6,7,4,46222,1555498
62185,5,7,6,26008,873048
68201,4,6,2,43468,846056
66863,7,6,3,15326,1028494
83638,7,7,4,24566,1569600
81150,5,7,3,54930,1798233
75319,5,9,3,33281,1402147
50847,5,5,4,34764,398910
70090,5,6,2,26391,933157
63630,4,8,5,33518,712286
67076,5,7,3,40407,1261927
61909,6,7,4,28954,1063964
66624,6,7,2,47995,1302029
82392,7,8,3,33232,1957892
62917,5,6,2,36845,849153
61215,7,8,6,32254,1070720
55953,5,6,3,30758,714166
93993,6,5,3,37062,1441883
69436,4,8,3,30885,693681
67295,5,7,3,40190,1060124
77825,7,7,5,31440,1535262
54432,7,8,5,41558,1454682
58180,5,8,3,36507,1062593
88904,7,6,2,41808,1907859
79443,6,6,2,4114,965319
67390,6,6,2,34710,1109640
64381,6,7,3,44712,1118595
70881,5,8,4,36040,1049661
82860,8,7,4,60041,2294648
66737,5,7,6,54087,1356062
66274,7,5,3,30082,989904
64622,7,6,3,44288,1499243
67285,6,7,2,37956,1160247
69917,6,6,2,41686,1302348
85803,6,7,4,26139,1553311
77460,4,6,4,37910,945252
69612,6,8,6,26489,1158698
74899,7,5,3,32530,1261239
59484,7,7,3,38894,1257282
68528,6,8,4,34977,1279465
48279,5,7,6,51148,943855
74334,7,5,2,41440,1404541
91118,5,8,5,23038,1296636
75668,6,7,2,46782,1450996
81755,6,8,4,42976,1654965
62314,6,6,3,48263,1030867
64421,7,5,4,42873,1204103
68632,5,7,3,39636,1115722
60318,4,7,3,32276,606863
58388,7,7,3,28318,971175
62407,5,7,6,30541,1029856
81025,6,6,4,25851,1246791
75952,6,5,2,35231,1146886
73480,6,7,4,19481,1075550
67535,7,6,2,32376,1074263
61577,7,7,2,34810,1115394
73388,5,9,3,41648,1496210
57730,5,9,6,42451,1299992
68101,7,6,4,29828,1446984
63513,6,7,4,46819,1257376
75866,6,6,2,36699,1549303
58697,6,7,3,21434,828477
76416,6,7,2,52720,1642011
71091,5,6,2,26030,847387
67471,5,7,2,32201,968082
65245,8,7,6,39758,1495384
61250,4,6,3,30289,678722
77502,7,7,4,39076,1427551
51445,7,7,5,44966,1093873
73957,7,6,2,46776,1653233
70221,5,7,3,39692,1178272
58355,6,6,3,35766,755844
79275,4,8,5,42774,1210367
58195,6,7,2,31790,980231
68001,5,7,4,47116,1122083
80175,6,7,3,45233,1441376
57160,7,7,3,43467,1251794
70800,6,7,5,33866,1257217
95001,5,8,5,44203,1986811
76808,7,7,4,31130,1550242
63167,6,8,3,34317,1305127
68366,4,5,2,42523,940163
67920,6,7,4,15801,690959
68804,4,8,5,39475,1153030
62127,7,8,5,20804,1116487
76398,7,6,3,39015,1534172
55510,6,8,4,26153,893435
38734,6,6,2,38891,401149
62246,5,8,6,44374,1290755
88933,6,7,6,52976,1865071
58230,5,8,5,44972,1251431
58282,6,6,3,49586,1133911
73689,5,9,4,49240,1688093
61668,6,7,4,65185,1394132
78463,5,6,4,17228,923444
50857,6,9,3,40790,1131534
73332,7,7,3,42656,1475701
52541,5,7,3,41258,842986
77923,6,6,4,36562,1327718
68812,6,6,2,33911,1220701
55421,8,8,3,30995,1403176
68777,6,7,4,37987,1331656
55692,5,8,4,44019,1051568
72655,6,8,3,51456,1813858
67362,6,7,4,32363,1041238
90864,6,6,2,41837,1746087
69174,6,6,4,44935,1412882
85592,6,8,6,25670,1557627
61625,7,7,3,52850,1797105
65198,7,6,4,28162,923247
76009,5,5,3,26888,834186
69421,8,7,2,38962,1603750
79348,6,6,3,50519,1510996
81239,6,8,4,27385,1496539
71348,6,8,5,45263,1447326
76025,7,9,6,16619,1361842
62422,6,7,5,50370,1409977
85193,7,7,2,22850,1534112
76113,6,7,6,46904,1484688
75768,6,8,3,27445,1379169
78070,4,8,3,60023,1884386
70965,5,7,6,15482,856384
83016,7,6,3,34140,1689512
71105,6,8,4,48457,1640186
42815,5,6,4,41426,452530
68071,5,6,3,35526,980146
72992,5,8,5,35123,1449409
60913,5,7,3,41100,814784
70671,8,8,5,40022,1735637
52308,7,6,3,35704,964924
68211,7,7,5,52591,1490718
69380,6,8,5,28116,1086186
80366,7,7,4,42776,1759180
74775,6,7,2,36903,1315829
65210,6,8,3,39286,1137685
77336,6,6,4,30223,1446155
72662,6,7,4,47048,1602903
78656,5,8,3,30158,1440246
63824,5,5,4,40086,800146
74626,5,9,4,35549,1491538
60749,6,6,3,32891,969323
68781,5,8,6,36592,1055773
68924,7,7,4,40904,1299430
70191,7,7,2,29215,1340095
86691,6,7,3,42590,1723730
68935,6,7,5,37908,1214105
56852,5,6,2,23916,393639
